id,username,acct,bot,followers_count,following_count,statuses_count,last_status_at
109332160649392039,molly0xfff,molly0xfff@hachyderm.io,False,92806,614,3796,2024-05-29
109332160649392039,molly0xfff,molly0xfff@hachyderm.io,False,92806,614,3796,2024-05-29
112159332429212111,thedarcymichael,thedarcymichael@threads.net,False,92508,200,579,2024-05-30
112265279066649147,unusualwhales,unusualwhales@threads.net,False,91916,121,2420,2024-05-30
109363522574341875,auschwitzmuseum,auschwitzmuseum@mastodon.world,False,91547,43,2029,2024-05-30
109363522574341875,auschwitzmuseum,auschwitzmuseum@mastodon.world,False,91547,43,2029,2024-05-30
109332057888111177,tapbots,tapbots@tapbots.social,False,90279,3,0,
108197453610416765,ralphruthe,ralphruthe@troet.cafe,False,87656,34,1905,2024-05-30
112139740413297536,ianbremmer,ianbremmer@threads.net,False,84903,591,4289,2024-05-29
108242685115011914,zdfmagazin,zdfmagazin@edi.social,False,84151,3,1017,2024-05-26
112170902533682226,turnipvegan,turnipvegan@threads.net,False,84139,1223,638,2024-05-29
109288075101170190,SwiftOnSecurity,SwiftOnSecurity@infosec.exchange,False,83261,262,2675,2024-05-30
112208373441095127,radiofreetom,radiofreetom@threads.net,False,81417,48,847,2024-05-26
112277415485674051,brianstelter,brianstelter@threads.net,False,79897,1037,1427,2024-05-30
112150781161223862,realjuddlegum,realjuddlegum@threads.net,False,77224,324,914,2024-05-29
112168940064047988,gtconway3dg,gtconway3dg@threads.net,False,75968,7491,29893,2024-05-30
112281361779905879,stocktwits,stocktwits@threads.net,False,75771,612,3576,2024-05-28
112135706689679643,appleinsider,appleinsider@threads.net,False,74380,13,3774,2024-05-30
109299996650199026,marcelias,marcelias@mas.to,False,73789,62,146,2024-05-15
112185281105414606,davidfrenchjag,davidfrenchjag@threads.net,False,72682,756,2782,2024-05-29
109298376531751264,malwaretech,malwaretech@infosec.exchange,False,71269,93,45,2024-05-29
109304304394345014,briankrebs,briankrebs@infosec.exchange,False,71082,893,6516,2024-05-30
109304304394345014,briankrebs,briankrebs@infosec.exchange,False,71082,893,6516,2024-05-30
108199052370473764,drewharwell,drewharwell,False,70564,886,1178,2024-05-16
112143247306330943,drnadolsky,drnadolsky@threads.net,False,70152,428,394,2024-05-28
108354168947623066,primalmotion,primalmotion@antisocial.ly,False,69470,224,1035,2024-05-27
112313376736879330,bulwarkonline,bulwarkonline@threads.net,False,69462,304,1898,2024-05-29
112272159349553639,jbouie,jbouie@threads.net,False,69002,416,823,2024-05-26
112514012500979306,womenforbiden,womenforbiden@threads.net,False,68915,439,2521,2024-05-29
109512940238834674,elonjet,elonjet,False,68433,7,631,2024-04-27
112510480552375250,anneapplebaum2000,anneapplebaum2000@threads.net,False,68052,263,1023,2024-05-29
109240704376674552,afelia,afelia@chaos.social,False,67815,280,2133,2024-05-30
112135509221969085,crumbler,crumbler@threads.net,False,67497,818,2982,2024-05-30
38659,nixCraft,nixCraft,False,66621,101,5147,2024-05-30
38659,nixCraft,nixCraft,False,66620,101,5147,2024-05-30
38659,nixCraft,nixCraft,False,66620,101,5147,2024-05-30
112220141888074264,dropsbyleo,dropsbyleo@threads.net,False,66605,6,172,2024-05-24
109390969127442952,FediFollows,FediFollows@social.growyourown.services,False,66442,4,1960,2024-05-30
112147147515874261,scottdclary,scottdclary@threads.net,False,66199,393,3961,2024-05-30
26897,mmasnick,mmasnick,False,65705,785,7826,2024-05-24
112169540039770039,stonekettle,stonekettle@threads.net,False,65210,416,8393,2024-05-30
112242663059143281,iheartdogs,iheartdogs@threads.net,False,64733,22,147,2024-05-04
112469271182236439,coachsaysjokes,coachsaysjokes@threads.net,False,64224,12,73,2024-05-23
109257982635114466,QasimRashid,QasimRashid,False,64022,29,1717,2024-05-30
109257982635114466,QasimRashid,QasimRashid,False,64022,29,1717,2024-05-30
109721390932598723,heiseonline,heiseonline@social.heise.de,False,63473,75,18501,2024-05-30
111181632951393124,mediapart,mediapart@mediapart.social,False,62330,336,2182,2024-05-30
10947,gamingonlinux,gamingonlinux,False,60418,239,11209,2024-05-30
10947,gamingonlinux,gamingonlinux,False,60418,239,11209,2024-05-30
233670,warandpeas,warandpeas,False,59691,38,1040,2024-05-28
109251088201008636,Sheril,Sheril,False,59554,206,1226,2024-05-30
41055,eff,eff,False,57814,12,18434,2024-05-29
109297938816143758,w7voa,w7voa@journa.host,False,57041,972,13589,2024-05-30
109297938816143758,w7voa,w7voa@journa.host,False,57041,972,13589,2024-05-30
110696749669119364,ErikUden,ErikUden@mastodon.de,False,53807,11347,9988,2024-05-30
110328605037462261,tagesschau,tagesschau@ard.social,False,51150,5,18168,2024-05-30
110328605037462261,tagesschau,tagesschau@ard.social,False,51150,5,18168,2024-05-30
109243139631965273,jeffjarvis,jeffjarvis,False,45731,2164,10992,2024-05-30
109243139631965273,jeffjarvis,jeffjarvis,False,45731,2164,10992,2024-05-30
110023568395961834,evacide,evacide@hachyderm.io,False,44031,292,911,2024-05-30
236983,MrLovenstein,MrLovenstein,False,43847,7,645,2024-05-29
67736,aral,aral@mastodon.ar.al,False,43399,10635,39806,2024-05-30
111505784944378030,Teri_Kanefield,Teri_Kanefield,False,41239,170,1620,2024-05-30
226196,scalzi,scalzi,False,39327,88,928,2024-05-27
198650,siracusa,siracusa,False,39288,164,5198,2024-05-30
109387541307161560,GossiTheDog,GossiTheDog@cyberplace.social,False,38249,803,2022,2024-05-30
109387541307161560,GossiTheDog,GossiTheDog@cyberplace.social,False,38249,803,2022,2024-05-30
109336851987706232,lowqualityfacts,lowqualityfacts@mstdn.social,False,38156,3835,6140,2024-05-30
109208442152198181,dangillmor,dangillmor,False,33598,921,7333,2024-05-30
109208442152198181,dangillmor,dangillmor,False,33597,921,7333,2024-05-30
109299600292696380,stux,stux@masto.ai,False,31399,792,2531,2024-05-30
331706,kuketzblog,kuketzblog@social.tchncs.de,False,31045,16,3235,2024-05-30
164523,w3c,w3c@w3c.social,False,30284,137,876,2024-05-30
109246884833502206,nocontexttrek,nocontexttrek,False,29058,87,1555,2024-05-28
110589096435209705,lisamelton,lisamelton,False,28797,7356,52477,2024-05-30
42551,lemonde,lemonde,False,27105,9,8585,2024-05-30
369027,CCC,CCC@social.bau-ha.us,False,26593,294,3006,2024-05-30
1106229,fsf,fsf@hostux.social,False,26057,264,12236,2024-05-30
108256779202161240,kachelmannwetter,kachelmannwetter@meteo.social,False,25849,24,14913,2024-05-30
110441535131897219,gutenberg_org,gutenberg_org,False,25208,53,3161,2024-05-30
109299887246013252,9to5Mac,9to5Mac@mastodon.online,False,25098,10,8947,2024-05-30
109253075745809751,GottaLaff,GottaLaff,False,24282,6106,92313,2024-05-29
109293713646337889,cstross,cstross@wandering.shop,False,22454,1628,25168,2024-05-30
109422800122306215,a_watch,a_watch@bewegung.social,False,22046,487,1216,2024-05-30
682210,filippodb,filippodb@mastodon.uno,False,21961,435,13052,2024-05-30
109377522556951154,thomasfuchs,thomasfuchs@hachyderm.io,False,21558,827,18566,2024-05-30
109341130352020445,Vivaldi,Vivaldi@vivaldi.net,False,21219,197,2759,2024-05-30
109742206677653822,stroughtonsmith,stroughtonsmith,False,21031,458,6213,2024-05-29
109303948503332365,macrumors,macrumors,False,20622,1,5409,2024-05-30
109328348223891546,NanoRaptor,NanoRaptor@bitbang.social,False,20379,223,1635,2024-05-30
109328348223891546,NanoRaptor,NanoRaptor@bitbang.social,False,20379,223,1635,2024-05-30
106862593371055771,ElSaltoDiario,ElSaltoDiario,False,20302,168,9599,2024-05-30
235237,Chrishallbeck,Chrishallbeck,False,20236,82,2338,2024-05-29
108197649054918985,florianaigner,florianaigner,False,19758,66,610,2024-05-30
39207,bagder,bagder,False,19505,232,4615,2024-05-30
109424047682607008,anneroth,anneroth@systemli.social,False,18472,1189,8619,2024-05-30
107199015589328187,RadicalGraffiti,RadicalGraffiti@todon.eu,False,17555,41,4356,2024-05-30
683686,diggita,diggita@mastodon.uno,False,17472,230,3052,2024-05-30
109521032613939160,ZachWeinersmith,ZachWeinersmith,False,16547,517,1885,2024-05-29
198226,campuscodi,campuscodi,False,15859,385,6458,2024-05-30
199851,itsfoss,itsfoss,False,15464,23,3850,2024-05-30
109493145275935692,MonaApp,MonaApp,False,15318,1,2625,2024-05-30
105996,sebsauvage,sebsauvage@framapiaf.org,False,14876,550,39983,2024-05-30
109313750689324319,vagina_museum,vagina_museum@masto.ai,False,14395,87,3706,2024-05-30
109259296548994894,MissingThePt,MissingThePt,False,14326,232,4462,2024-05-30
109259296548994894,MissingThePt,MissingThePt,False,14326,232,4462,2024-05-30
109300660825603449,futurebird,futurebird@sauropods.win,False,14207,4859,34113,2024-05-30
551784,CorioPsicologia,CorioPsicologia,False,14149,8287,14669,2024-05-30
109216203764926662,rysiek,rysiek@mstdn.social,False,13824,3551,35195,2024-05-30
109216203764926662,rysiek,rysiek@mstdn.social,False,13824,3551,35195,2024-05-30
107083558592326581,bastamedia,bastamedia,False,13630,34,1826,2024-05-30
110065718148453076,Life_is,Life_is@no-pony.farm,False,13483,569,10540,2024-05-30
109352564485911394,noelreports,noelreports@mstdn.social,False,13312,2,17537,2024-05-30
69351,nitot,nitot@framapiaf.org,False,13067,1520,11883,2024-05-30
31554,hotdogsladies,hotdogsladies,False,13042,146,8083,2024-05-30
109202669994856537,Codeberg,Codeberg@social.anoxinon.de,False,12664,1012,540,2024-05-30
109263944842989543,jon,jon@gruene.social,False,12591,2965,20547,2024-05-30
108205834336953880,johncarlosbaez,johncarlosbaez@mathstodon.xyz,False,12318,425,8296,2024-05-30
37131,timpritlove,timpritlove,False,11744,490,1083,2024-05-30
109246794984203739,riffreporter,riffreporter,False,11554,1094,2779,2024-05-30
110101000248939313,NewsDesk,NewsDesk@flipboard.social,False,11472,488,3108,2024-05-30
108194533502614478,paul_denton,paul_denton,False,11415,108,8999,2024-05-30
1258722,normanzxy,normanzxy@alive.bar,False,11360,232,5916,2024-05-30
109460409284714142,tante,tante@tldr.nettime.org,False,11118,534,5137,2024-05-30
108193032039339512,pallenberg,pallenberg,False,10953,636,10968,2024-05-30
112458561359154946,ismh86,ismh86@eworld.social,False,10858,246,25,2024-05-30
109546135939235097,volkskrant,volkskrant@mastodon.nl,False,10740,2,13702,2024-05-30
109291088838688640,Brandi_Buchman,Brandi_Buchman@mstdn.social,False,10481,172,1166,2024-05-30
110140463417280023,TechDesk,TechDesk@flipboard.social,False,10314,374,2657,2024-05-30
10843,jk,jk,False,10286,3343,52301,2024-05-30
110187684287763833,ScienceDesk,ScienceDesk@flipboard.social,False,10281,438,2771,2024-05-30
109381341505186216,stavvers,stavvers@masto.ai,False,10236,384,13046,2024-05-30
41238,Meyerweb,Meyerweb,False,9907,239,4120,2024-05-30
109292402224799754,ZLabe,ZLabe@fediscience.org,False,9781,99,2134,2024-05-30
109432522057317247,dgar,dgar@aus.social,False,9759,9383,44570,2024-05-30
109350351152575194,thedarktangent,thedarktangent@defcon.social,False,9569,1050,2018,2024-05-30
47391,bortzmeyer,bortzmeyer@mastodon.gougere.fr,False,9483,818,86079,2024-05-30
66960,ploum,ploum@mamot.fr,False,9157,31,9501,2024-05-30
109298515581226227,breadandcircuses,breadandcircuses@climatejustice.social,False,9109,732,3412,2024-05-30
74580,leah,leah@chaos.social,False,9022,504,21680,2024-05-30
109297538726576370,eniko,eniko@peoplemaking.games,False,8805,611,23715,2024-05-30
109574039761339115,Free_Press,Free_Press@mstdn.social,False,8699,7253,28903,2024-05-30
109444063753855477,LDH_Fr,LDH_Fr@piaille.fr,False,8674,62,2810,2024-05-30
109284831679285382,nrc_nl,nrc_nl@mastodon.nl,False,8410,0,8240,2024-05-30
35156,mntmn,mntmn,False,8344,880,7215,2024-05-30
16102,bruces,bruces,False,8123,366,778,2024-05-30
108950626336567355,fanta,fanta@mastodon.green,False,7924,7189,2135,2024-05-30
109292293183126642,i0null,i0null@infosec.exchange,False,7883,179,3667,2024-05-30
108197900630052143,randahl,randahl,False,7754,5881,8301,2024-05-30
108197065710066838,DerApotheker,DerApotheker@norden.social,False,7739,43,1759,2024-05-30
26245,whitequark,whitequark,False,7644,262,13445,2024-05-30
109326527575282503,StillIRise1963,StillIRise1963@mastodon.world,False,7615,5805,63703,2024-05-30
1261694,gubi,gubi@sociale.network,False,7559,4432,41860,2024-05-30
310380,sandofsky,sandofsky,False,7530,93,261,2024-05-30
109749937688438929,ct_Magazin,ct_Magazin@social.heise.de,False,7472,1,2589,2024-05-30
110749458592963765,Catvalente,Catvalente@wandering.shop,False,7272,30,537,2024-05-30
109314019814074555,FediVideo,FediVideo@social.growyourown.services,False,7256,4,1417,2024-05-30
181459,ajroach42,ajroach42@retro.social,False,7240,1691,79663,2024-05-30
95700,tomoki,tomoki@vocalodon.net,False,7150,7645,100940,2024-05-30
108194886683582551,colossal,colossal@mastodon.art,False,7139,67,1115,2024-05-30
108210622801451781,ntv,ntv@mstdn.social,False,7009,165,43572,2024-05-30
109525175228746087,appleinsider,appleinsider,False,6995,10,7827,2024-05-30
109362401574115942,longreads,longreads@mastodon.world,False,6967,609,842,2024-05-30
110322187331021090,lola,lola@m.cmx.im,False,6929,131,1770,2024-05-30
1086249,TechCrunch,TechCrunch@mstdn.social,False,6898,20,2650,2024-05-30
109252952551996879,maldr0id,maldr0id@infosec.exchange,False,6897,223,1180,2024-05-30
109315807631594848,ndaktuell,ndaktuell@troet.cafe,False,6885,635,5720,2024-05-30
109246128201808473,gregeganSF,gregeganSF@mathstodon.xyz,False,6798,319,1703,2024-05-30
109518302727793789,VOANews,VOANews,False,6796,13,2357,2024-05-30
109824850164971498,DemocracyMattersALot,DemocracyMattersALot@mstdn.social,False,6776,6324,36143,2024-05-30
109379855337991586,geekysteven,geekysteven@beige.party,False,6772,6628,5354,2024-05-30
7112,Edent,Edent,False,6736,1399,15982,2024-05-30
109294592469626552,soller,soller@fosstodon.org,False,6700,544,1229,2024-05-30
1020019,ExtinctionR,ExtinctionR@social.rebellion.global,False,6689,147,888,2024-05-30
110793759343926130,selzero,selzero@syzito.xyz,False,6686,4751,11558,2024-05-30
109508059832437413,dieKadda,dieKadda@newsie.social,False,6641,552,1039,2024-05-30
109293289718159977,amydiehl,amydiehl@mstdn.social,False,6574,2564,1008,2024-05-30
109327696977188398,ukrdef,ukrdef@nafo.uk,False,6481,28,2346,2024-05-30
109348142228563129,GrueneBundestag,GrueneBundestag@gruene.social,False,6478,49,687,2024-05-30
109274555403751519,edri,edri@eupolicy.social,False,6474,20,573,2024-05-30
109305351551433775,beep,beep@follow.ethanmarcotte.com,False,6378,315,7147,2024-05-30
583258,espanabizarra,espanabizarra,False,6322,340,16283,2024-05-30
52180,pzmyers,pzmyers@octodon.social,False,6282,1774,10708,2024-05-30
109365367584830882,malauss,malauss@piaille.fr,False,6277,174,2519,2024-05-30
108288932790084667,isotopp,isotopp@chaos.social,False,6253,1558,6087,2024-05-30
109263838277145863,andre_meister,andre_meister@chaos.social,False,6211,792,160,2024-05-30
106301702985205793,DS_Stiftung,DS_Stiftung@social.bund.de,False,6158,166,1142,2024-05-30
782304,glynmoody,glynmoody,False,6119,456,51387,2024-05-30
1207857,informapirata,informapirata@mastodon.uno,False,6082,2760,15992,2024-05-30
109303171741092080,citizenlab,citizenlab,False,6056,117,15,2024-05-30
109363072020264919,Swede1952,Swede1952@universeodon.com,False,6045,5888,11278,2024-05-30
1214085,AnthroBlogger,AnthroBlogger@chaos.social,False,5984,628,3074,2024-05-30
107645711619418936,maia,maia@crimew.gay,False,5952,816,31194,2024-05-30
64642,baldur,baldur@toot.cafe,False,5890,803,25183,2024-05-30
109246445732078880,lovinurbanism,lovinurbanism,False,5807,489,5781,2024-05-30
109258754451069494,vicgrinberg,vicgrinberg,False,5761,667,8162,2024-05-30
109395156742614671,exocomics,exocomics@mastodon.world,False,5736,2,364,2024-05-30
7964,bkastl,bkastl,False,5732,163,22055,2024-05-30
109262810404582877,wolfgangcramer,wolfgangcramer@fediscience.org,False,5713,2313,5406,2024-05-30
377651,selea,selea@social.linux.pizza,False,5647,1228,24159,2024-05-30
787878,sicurezza,sicurezza@mastodon.uno,False,5640,48,1645,2024-05-30
109259939431166678,loevenbruck,loevenbruck@toot.portes-imaginaire.org,False,5532,559,3481,2024-05-30
215357,girlonthenet,girlonthenet,False,5513,1462,8161,2024-05-30
71096,gee,gee@framapiaf.org,False,5494,79,4231,2024-05-30
110707184390925091,talia_christine,talia_christine@beige.party,False,5473,4214,20588,2024-05-30
108449142803757306,yogthos,yogthos@mas.to,False,5470,1366,20637,2024-05-30
105796,vvvvvv1vvvvv,vvvvvv1vvvvv@mstdn.jp,False,5453,5724,303437,2024-05-30
1335626,konatasick,konatasick@moresci.sale,False,5451,627,76245,2024-05-30
1069952,foosel,foosel@chaos.social,False,5405,516,6239,2024-05-30
86222,blinry,blinry@chaos.social,False,5384,2323,6545,2024-05-30
109291464902812883,bert_hubert,bert_hubert@fosstodon.org,False,5354,954,4262,2024-05-30
60349,Khrys,Khrys@mamot.fr,False,5350,407,14170,2024-05-30
322617,shoq,shoq,False,5276,1387,23494,2024-05-30
410390,gedeonm,gedeonm,False,5251,203,10385,2024-05-30
110413885276344332,Sebastian,Sebastian@pertsch.social,False,5226,935,279,2024-05-30
108137820566634810,TheWeeOwl,TheWeeOwl@mastodon.art,False,5194,5010,646,2024-05-30
109327343696700872,Sustainable2050,Sustainable2050@mastodon.energy,False,5141,190,2993,2024-05-30
1247462,linmob,linmob@fosstodon.org,False,5119,232,9398,2024-05-30
109447052854444041,ccc,ccc@anonsys.net,False,5082,157,112,2024-05-30
109349364824747410,mwl,mwl@io.mwl.io,False,5075,314,16574,2024-05-30
109390296618860868,lexfri,lexfri@hachyderm.io,False,5072,268,4063,2024-05-30
13653,fj,fj,False,4976,2010,1612,2024-05-30
109248503863717802,radkolumne,radkolumne,False,4973,1346,3600,2024-05-30
777284,Neoresistant,Neoresistant@mamot.fr,False,4960,6921,12365,2024-05-30
711648,liaizon,liaizon@wake.st,False,4953,4914,33180,2024-05-30
108199416260370505,gsuberland,gsuberland@chaos.social,False,4945,773,31999,2024-05-30
42693,kcarruthers,kcarruthers,False,4942,5877,15257,2024-05-30
106350842904463508,aqz,aqz@p1.a9z.dev,False,4934,9992,121287,2024-05-30
109427946402855143,esther,esther@strangeobject.space,False,4918,519,4877,2024-05-30
107208479551205978,niko,niko@nobigtech.es,False,4887,755,359,2024-05-30
1325549,peacelink,peacelink@sociale.network,False,4877,843,14902,2024-05-30
685711,malteengeler,malteengeler@legal.social,False,4875,214,1302,2024-05-30
109348075184287688,Patricia,Patricia@vivaldi.net,False,4757,1728,4217,2024-05-30
109247255215674808,AkaSci,AkaSci@fosstodon.org,False,4735,382,4097,2024-05-30
109763493703961928,vowe,vowe@social.heise.de,False,4723,361,75,2024-05-30
65733,poga,poga@g0v.social,False,4719,908,20823,2024-05-30
112435146315332757,mxy,mxy@kolektiva.social,False,4701,34,29,2024-05-30
107564164743567783,eichkat3r,eichkat3r@hessen.social,False,4686,2173,12784,2024-05-30
580063,info_activism,info_activism@mastodon.cc,False,4686,83,29853,2024-05-30
1324699,AnarchistFederation,AnarchistFederation@kolektiva.social,False,4681,83,15910,2024-05-30
109115846061778729,hgbruenker,hgbruenker,False,4673,1003,1539,2024-05-30
108207554961626926,hart,hart@norden.social,False,4606,4516,2469,2024-05-30
109375997767724171,luca,luca@social.luca.run,False,4534,1098,66398,2024-05-30
480537,rafa,rafa@mastodon.design,False,4449,647,3103,2024-05-30
110606202494758094,manualdousuario,manualdousuario,False,4427,167,29,2024-05-30
106110257184796512,ubports,ubports,False,4427,124,381,2024-05-30
112519216995311848,piccalilli,piccalilli@front-end.social,False,4426,0,4,2024-05-30
110894743855315632,kimlockhartga,kimlockhartga@beige.party,False,4419,5166,7065,2024-05-30
108205433256409028,BartoszMilewski,BartoszMilewski@mathstodon.xyz,False,4407,8,1534,2024-05-30
109364155559082662,ChrisMayLA6,ChrisMayLA6@zirk.us,False,4392,116,19531,2024-05-30
110333636703787179,9to5google,9to5google@mastodon.online,False,4369,0,4987,2024-05-30
109390709230475831,backpackandsnorkel,backpackandsnorkel@mastodon.world,False,4357,4028,4623,2024-05-30
778595,viennawriter,viennawriter@literatur.social,False,4330,1790,38021,2024-05-30
110322590604808279,swr3,swr3@ard.social,False,4313,21,915,2024-05-30
29331,lashman,lashman,False,4304,2131,93725,2024-05-30
1308864,KathyReid,KathyReid@aus.social,False,4287,5532,3424,2024-05-30
109248945403729531,DrALJONES,DrALJONES,False,4274,7500,1738,2024-05-30
338550,Korallenherz,Korallenherz,False,4223,1111,84793,2024-05-30
109350255556441378,dramypsyd,dramypsyd@ohai.social,False,4211,241,4697,2024-05-30
108062750749737041,christian,christian@suma-ev.social,False,4200,4213,3864,2024-05-30
109310275194664010,renchap,renchap@oisaur.com,False,4171,529,1502,2024-05-30
109369002215154791,Mela,Mela@zusammenkunft.net,False,4113,1069,5609,2024-05-30
109445952818586767,LibrarianRA,LibrarianRA@worldkey.io,False,4080,21,2424,2024-05-30
109374113320671132,SrRochardBunson,SrRochardBunson@universeodon.com,False,4020,7369,7973,2024-05-30
108554444486245752,darnell,darnell@one.darnell.one,False,4006,2406,9654,2024-05-30
23457,glyph,glyph,False,3961,214,10279,2024-05-30
110066104330408750,DJV,DJV@federated.press,False,3900,109,524,2024-05-30
418255,GIbiz,GIbiz,False,3878,312,10039,2024-05-30
110016098615223095,CriticalCupcake,CriticalCupcake@tech.lgbt,False,3849,4057,4422,2024-05-30
109274395504007258,howelloneill,howelloneill@infosec.exchange,False,3837,781,112,2024-05-30
109247842475611424,gvwilson,gvwilson,False,3783,207,13334,2024-05-30
109755797041861298,343max,343max,False,3782,1972,2933,2024-05-30
109368833515922367,NSFVoyager2,NSFVoyager2@techhub.social,False,3765,54,1310,2024-05-30
905332,xrgermany,xrgermany@social.rebellion.global,False,3762,812,14948,2024-05-30
109304095741869413,Loukas,Loukas@mastodon.nu,False,3754,2016,24699,2024-05-30
